11:46:59 - Starting servent [localhost|1600]
11:46:59 - Pausing for 600000 ms
11:47:00 - Sending message [1600|0||NEW_NODE|1100]
11:47:01 - Got message [1100|20||WELCOME|1600]
11:47:01 - Current active nodes: [[localhost|1000], [localhost|1100], [localhost|1200], [localhost|1300], [localhost|1400], [localhost|1500], [localhost|1600]]
11:47:10 - Got message [1000|22||EXECUTE_JOB|1600]
11:47:10 - Executing job: square with FID: 3
11:47:10 - [(280, 280), (280, 400), (400, 280), (400, 400)]
11:47:15 - Got message [1000|27||BUDDY_BACKUP|1600]
11:47:15 - Sending message [1600|7||BUDDY_BACKUP|1000]
11:47:16 - Sending message [1600|6||BUDDY_BACKUP|1500]
11:47:16 - Got message [1500|9||BUDDY_BACKUP|1600]
11:47:20 - Got message [1000|30||BUDDY_BACKUP|1600]
11:47:20 - Sending message [1600|11||BUDDY_BACKUP|1500]
11:47:21 - Sending message [1600|12||BUDDY_BACKUP|1000]
11:47:21 - Got message [1500|13||BUDDY_BACKUP|1600]
11:47:25 - Sending message [1600|15||BUDDY_BACKUP|1500]
11:47:25 - Got message [1500|17||BUDDY_BACKUP|1600]
11:47:26 - Sending message [1600|16||BUDDY_BACKUP|1000]
11:47:26 - Got message [1000|35||BUDDY_BACKUP|1600]
11:47:30 - Sending message [1600|20||BUDDY_BACKUP|1000]
11:47:30 - Got message [1500|21||BUDDY_BACKUP|1600]
11:47:31 - Got message [1000|41||BUDDY_BACKUP|1600]
11:47:31 - Sending message [1600|19||BUDDY_BACKUP|1500]
11:47:36 - Got message [1000|46||BUDDY_BACKUP|1600]
11:47:36 - Sending message [1600|24||BUDDY_BACKUP|1000]
11:47:36 - Sending message [1600|23||BUDDY_BACKUP|1500]
11:47:36 - Got message [1500|25||BUDDY_BACKUP|1600]
11:47:40 - Sending message [1600|28||BUDDY_BACKUP|1000]
11:47:40 - Got message [1500|31||BUDDY_BACKUP|1600]
11:47:40 - Sending message [1600|27||BUDDY_BACKUP|1500]
11:47:41 - Got message [1000|51||BUDDY_BACKUP|1600]
11:47:45 - Sending message [1600|33||BUDDY_BACKUP|1500]
11:47:45 - Sending message [1600|34||BUDDY_BACKUP|1000]
11:47:45 - Got message [1500|34||BUDDY_BACKUP|1600]
11:47:46 - Got message [1000|56||BUDDY_BACKUP|1600]
11:47:50 - Got message [1500|39||BUDDY_BACKUP|1600]
11:47:51 - Sending message [1600|35||BUDDY_BACKUP|1500]
11:47:51 - Got message [1000|61||BUDDY_BACKUP|1600]
11:47:51 - Sending message [1600|36||BUDDY_BACKUP|1000]
11:47:55 - Sending message [1600|41||BUDDY_BACKUP|1500]
11:47:55 - Got message [1000|67||BUDDY_BACKUP|1600]
11:47:56 - Sending message [1600|42||BUDDY_BACKUP|1000]
11:47:56 - Got message [1500|44||BUDDY_BACKUP|1600]
11:47:57 - Got message [1000|69||REQUEST_RESULT|1600]
11:47:57 - Sending message [1600|43||TELL_RESULT|1000]
11:48:00 - Got message [1000|73||BUDDY_BACKUP|1600]
11:48:01 - Sending message [1600|46||BUDDY_BACKUP|1000]
11:48:01 - Got message [1500|48||BUDDY_BACKUP|1600]
11:48:01 - Sending message [1600|45||BUDDY_BACKUP|1500]
11:48:01 - Got message [1000|76||REQUEST_RESULT|1600]
11:48:02 - Sending message [1600|48||TELL_RESULT|1000]
11:48:05 - Sending message [1600|51||BUDDY_BACKUP|1500]
11:48:05 - Sending message [1600|52||BUDDY_BACKUP|1000]
11:48:06 - Got message [1000|84||BUDDY_BACKUP|1600]
11:48:06 - Got message [1500|53||BUDDY_BACKUP|1600]
11:48:10 - Got message [1500|57||BUDDY_BACKUP|1600]
11:48:10 - Got message [1000|89||BUDDY_BACKUP|1600]
11:48:10 - Sending message [1600|54||BUDDY_BACKUP|1500]
11:48:11 - Sending message [1600|55||BUDDY_BACKUP|1000]
11:48:15 - Sending message [1600|60||BUDDY_BACKUP|1000]
11:48:15 - Got message [1500|61||BUDDY_BACKUP|1600]
11:48:16 - Got message [1000|92||BUDDY_BACKUP|1600]
11:48:16 - Sending message [1600|59||BUDDY_BACKUP|1500]
11:48:20 - Sending message [1600|63||BUDDY_BACKUP|1500]
11:48:20 - Sending message [1600|64||BUDDY_BACKUP|1000]
11:48:20 - Got message [1500|65||BUDDY_BACKUP|1600]
11:48:21 - Got message [1000|97||BUDDY_BACKUP|1600]
11:48:25 - Sending message [1600|67||BUDDY_BACKUP|1500]
11:48:25 - Got message [1000|101||BUDDY_BACKUP|1600]
11:48:26 - Got message [1500|71||BUDDY_BACKUP|1600]
11:48:26 - Sending message [1600|68||BUDDY_BACKUP|1000]
11:48:30 - Sending message [1600|73||BUDDY_BACKUP|1500]
11:48:31 - Sending message [1600|74||BUDDY_BACKUP|1000]
11:48:31 - Got message [1000|105||BUDDY_BACKUP|1600]
11:48:31 - Got message [1500|73||BUDDY_BACKUP|1600]
11:48:35 - Got message [1500|79||BUDDY_BACKUP|1600]
11:48:36 - Sending message [1600|75||BUDDY_BACKUP|1500]
11:48:36 - Got message [1000|109||BUDDY_BACKUP|1600]
11:48:36 - Sending message [1600|76||BUDDY_BACKUP|1000]
11:48:40 - Got message [1000|114||BUDDY_BACKUP|1600]
11:48:40 - Got message [1500|83||BUDDY_BACKUP|1600]
11:48:40 - Sending message [1600|81||BUDDY_BACKUP|1500]
11:48:41 - Sending message [1600|82||BUDDY_BACKUP|1000]
11:48:45 - Got message [1000|119||BUDDY_BACKUP|1600]
11:48:46 - Got message [1500|87||BUDDY_BACKUP|1600]
11:48:46 - Sending message [1600|84||BUDDY_BACKUP|1500]
11:48:46 - Sending message [1600|85||BUDDY_BACKUP|1000]
11:48:50 - Sending message [1600|90||BUDDY_BACKUP|1000]
11:48:51 - Sending message [1600|89||BUDDY_BACKUP|1500]
11:48:51 - Got message [1000|122||BUDDY_BACKUP|1600]
11:48:51 - Got message [1500|91||BUDDY_BACKUP|1600]
11:48:55 - Got message [1000|127||BUDDY_BACKUP|1600]
11:48:56 - Sending message [1600|92||BUDDY_BACKUP|1500]
11:48:56 - Got message [1500|95||BUDDY_BACKUP|1600]
11:48:56 - Sending message [1600|93||BUDDY_BACKUP|1000]
11:49:00 - Got message [1000|131||BUDDY_BACKUP|1600]
11:49:00 - Sending message [1600|98||BUDDY_BACKUP|1000]
11:49:00 - Got message [1500|99||BUDDY_BACKUP|1600]
11:49:01 - Sending message [1600|97||BUDDY_BACKUP|1500]
