11:46:54 - Starting servent [localhost|1500]
11:46:54 - Pausing for 600000 ms
11:46:56 - Sending message [1500|0||NEW_NODE|1100]
11:46:57 - Got message [1100|12||WELCOME|1500]
11:46:57 - Current active nodes: [[localhost|1000], [localhost|1100], [localhost|1200], [localhost|1300], [localhost|1400], [localhost|1500]]
11:47:01 - Got message [1100|19||NODE_JOINED|1500]
11:47:01 - Current active nodes: [[localhost|1000], [localhost|1100], [localhost|1200], [localhost|1300], [localhost|1400], [localhost|1500], [localhost|1600]]
11:47:10 - Got message [1000|19||EXECUTE_JOB|1500]
11:47:10 - Executing job: square with FID: 2
11:47:10 - [(280, 0), (280, 120), (400, 0), (400, 120)]
11:47:15 - Got message [1400|12||BUDDY_BACKUP|1500]
11:47:16 - Sending message [1500|8||BUDDY_BACKUP|1400]
11:47:16 - Got message [1600|6||BUDDY_BACKUP|1500]
11:47:16 - Sending message [1500|9||BUDDY_BACKUP|1600]
11:47:20 - Got message [1400|16||BUDDY_BACKUP|1500]
11:47:20 - Got message [1600|11||BUDDY_BACKUP|1500]
11:47:21 - Sending message [1500|12||BUDDY_BACKUP|1400]
11:47:21 - Sending message [1500|13||BUDDY_BACKUP|1600]
11:47:25 - Got message [1600|15||BUDDY_BACKUP|1500]
11:47:25 - Sending message [1500|17||BUDDY_BACKUP|1600]
11:47:25 - Sending message [1500|16||BUDDY_BACKUP|1400]
11:47:25 - Got message [1400|20||BUDDY_BACKUP|1500]
11:47:30 - Sending message [1500|21||BUDDY_BACKUP|1600]
11:47:30 - Got message [1400|24||BUDDY_BACKUP|1500]
11:47:31 - Sending message [1500|20||BUDDY_BACKUP|1400]
11:47:31 - Got message [1600|19||BUDDY_BACKUP|1500]
11:47:35 - Sending message [1500|24||BUDDY_BACKUP|1400]
11:47:35 - Got message [1400|30||BUDDY_BACKUP|1500]
11:47:36 - Got message [1600|23||BUDDY_BACKUP|1500]
11:47:36 - Sending message [1500|25||BUDDY_BACKUP|1600]
11:47:40 - Sending message [1500|31||BUDDY_BACKUP|1600]
11:47:40 - Got message [1600|27||BUDDY_BACKUP|1500]
11:47:40 - Sending message [1500|30||BUDDY_BACKUP|1400]
11:47:40 - Got message [1400|33||BUDDY_BACKUP|1500]
11:47:45 - Got message [1600|33||BUDDY_BACKUP|1500]
11:47:45 - Got message [1400|38||BUDDY_BACKUP|1500]
11:47:45 - Sending message [1500|34||BUDDY_BACKUP|1600]
11:47:45 - Sending message [1500|33||BUDDY_BACKUP|1400]
11:47:50 - Sending message [1500|39||BUDDY_BACKUP|1600]
11:47:50 - Sending message [1500|38||BUDDY_BACKUP|1400]
11:47:51 - Got message [1600|35||BUDDY_BACKUP|1500]
11:47:51 - Got message [1400|43||BUDDY_BACKUP|1500]
11:47:51 - Got message [1000|65||REQUEST_RESULT|1500]
11:47:52 - Sending message [1500|40||TELL_RESULT|1000]
11:47:55 - Got message [1600|41||BUDDY_BACKUP|1500]
11:47:55 - Sending message [1500|43||BUDDY_BACKUP|1400]
11:47:56 - Got message [1400|47||BUDDY_BACKUP|1500]
11:47:56 - Sending message [1500|44||BUDDY_BACKUP|1600]
11:48:01 - Got message [1400|51||BUDDY_BACKUP|1500]
11:48:01 - Sending message [1500|48||BUDDY_BACKUP|1600]
11:48:01 - Got message [1600|45||BUDDY_BACKUP|1500]
11:48:01 - Sending message [1500|47||BUDDY_BACKUP|1400]
11:48:01 - Got message [1000|80||REQUEST_RESULT|1500]
11:48:02 - Sending message [1500|49||TELL_RESULT|1000]
11:48:05 - Got message [1600|51||BUDDY_BACKUP|1500]
11:48:05 - Got message [1400|56||BUDDY_BACKUP|1500]
11:48:05 - Sending message [1500|52||BUDDY_BACKUP|1400]
11:48:06 - Sending message [1500|53||BUDDY_BACKUP|1600]
11:48:10 - Sending message [1500|57||BUDDY_BACKUP|1600]
11:48:10 - Got message [1400|60||BUDDY_BACKUP|1500]
